increases^abundance	Succinic Acid	BCL2	0.73071243563422	
increases^abundance	agathisflavone	BCL2 	0.7303145446231	
increases^abundance	C646 compound	BCL2	0.7303250025749124	
increases^glucuronidation	Calcium, RELA	0.7301309630628967
increases^phosphorylation	3,N-dimethyl-N-(1-methyl-3-(4-methylpiperidin-1-yl)propyl)benzenesulfonamide	BCL2	0.6415791511535645
affects^chemical synthesis	Boc-D-FMK	SOD2	0.6415689587593079
increases^phosphorylation	5-amino-1-naphthol	ACTA2	0.6415543556213379
increases^phosphorylation	2,5-dimethoxy-4-bromoamphetamine	BCL2	0.6415479779243469
decreases^degradation	S 0859 compound	BAX	0.6415372490882874
decreases^reaction	1-Butanol	VEGFA	0.6415349841117859
increases^phosphorylation	naphtholphthalein	CDKN1A	0.641533374786377
increases^phosphorylation	Z 335	BCL2	0.6415261626243591
affects^cotreatment	solasodine	APC	0.6415232419967651
increases^hydrolysis	chlorocresol	TP53	0.6415170431137085
affects^chemical synthesis	fluanisone	PARP1	0.6415101885795593
increases^hydrolysis	LY2066948	PTGS2	0.6415027379989624
increases^hydrolysis	prothiophos	PTGS2	0.6414974331855774
decreases^degradation	pirprofen	BAX	0.6414970755577087
increases^phosphorylation	2-vanillin	CDKN1A	0.6414968371391296
affects^chemical synthesis	AVE 0991	PARP1	0.6414893269538879
affects^chemical synthesis	MK 0591	PARP1	0.6414893269538879
increases^hydrolysis	7-oxozeanol	CTNNB1	0.6414868235588074
increases^hydrolysis	ONO 3708	PTGS2	0.6414778232574463
decreases^reaction	sauchinone	IL1B	0.6414654850959778
increases^phosphorylation	3,N-dimethyl-N-(1-methyl-3-(4-methylpiperidin-1-yl)propyl)benzenesulfonamide	MMP9	0.6414573192596436
increases^phosphorylation	aflatoxin-albumin adduct	SOD2	0.641452431678772
increases^phosphorylation	Bromobenzoates	BCL2	0.6414509415626526
decreases^reaction	Dapsone	SOD2	0.6414471864700317
increases^expression	Pergolide	CDKN1A	0.6414403319358826
affects^phosphorylation	maslinic acid	DNMT1	0.6414377093315125
increases^hydrolysis	alfacalcidol	CDKN1A	0.6414334774017334
increases^phosphorylation	10-propargyl-10-deazaaminopterin	ACTA2	0.6414143443107605
increases^phosphorylation	Fluorescent Dyes	VEGFA	0.6414130926132202
increases^hydrolysis	imperatorin	PARP1	0.6414116024971008
affects^cotreatment	K456 compound	BCL2	0.6414034366607666
increases^phosphorylation	Hexetidine	BCL2	0.6414027810096741
increases^phosphorylation	Fluorescent Dyes	BCL2	0.6413957476615906
increases^phosphorylation	lepirudin	CCND1	0.6413835287094116
increases^phosphorylation	bis(2-chloroethoxy)methane	CTNNB1	0.6413819789886475
increases^phosphorylation	acrinathrin	SOD2	0.6413801908493042
affects^binding	enilconazole	PTGS2	0.6413741111755371
increases^phosphorylation	butane-2,3-dione thiosemicarbazone oxime	BCL2	0.6413702964782715
affects^cotreatment	manganese protoporphyrin	BCL2	0.6413687467575073
increases^phosphorylation	norlevorphanol	BCL2	0.6413635015487671
decreases^degradation	NVP-BSK805	BAX	0.6413611173629761
decreases^degradation	dibutyldichlorotin	TP53	0.6413528323173523
increases^phosphorylation	CGS 34043	BCL2	0.6413525342941284
increases^phosphorylation	ipriflavone	SOD2	0.6413437128067017
increases^phosphorylation	3-aminopropylphosphinic acid	SOD2	0.6413397192955017
increases^phosphorylation	3-(5-(4-(2-hydroxy-2-methylpropionyl)piperazin-1-yl)-2-trifluoromethylphenyl)-4-(1H-indol-3-yl)pyrrole-2,5-dione	SOD2	0.6413394212722778
increases^hydrolysis	Fluorometholone	PTGS2	0.641335666179657
decreases^degradation	2,3,2-tetramine	PARP1	0.6413337588310242
affects^chemical synthesis	1,2,4-trichlorobenzene	PARP1	0.6413334608078003
increases^phosphorylation	cyclovirobuxine D	ACTA2	0.6413257718086243
affects^cotreatment	GW 2331	BCL2	0.6413233280181885
affects^chemical synthesis	bis(maleimido)ethane	PARP1	0.6413198113441467
increases^hydrolysis	sodium bromide	AKT1	0.6413134336471558
increases^hydrolysis	chlorocresol	AKT1	0.6413134336471558
increases^phosphorylation	Hexetidine	ACTA2	0.6413130164146423
increases^phosphorylation	1-methylnaphthalene	APC	0.641311764717102
increases^phosphorylation	4-nitrophenyl laurate	VEGFA	0.6413061618804932
decreases^degradation	3,4-dichlorinated biphenyl	BAX	0.6412989497184753
affects^chemical synthesis	6-(7-nitro-2,1,3-benzoxadiazol-4-ylthio)hexanol	PARP1	0.6412871479988098
increases^reaction	metanil yellow	PCNA	0.6412831544876099
increases^hydrolysis	Linezolid	PARP1	0.6412761807441711
increases^phosphorylation	azelastine	CDKN1A	0.6412613391876221
increases^hydrolysis	NP260	PTGS2	0.641257107257843
increases^phosphorylation	mipafox	VEGFA	0.6412527561187744
decreases^degradation	3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-(4-(4-ethylpiperazin-1-yl)-phenylamino)pyrimidin-4-yl)-1-methylurea	BAX	0.6412463784217834
increases^phosphorylation	aflatoxin-albumin adduct	VEGFA	0.641240119934082
affects^response to substance	soluble tachyzoite antigen, Toxoplasma gondii	AKT1	0.6412395238876343
increases^phosphorylation	ibuprofen acyl glucuronide	VEGFA	0.6412389278411865
increases^phosphorylation	clofilium	ACTA2	0.6412352919578552
increases^phosphorylation	aflatoxin-albumin adduct	BCL2	0.641220211982727
affects^cotreatment	Amantadine	BCL2	0.6412188410758972
decreases^degradation	Linolenic Acids	BAX	0.6412045359611511
decreases^degradation	BD 1008	BAX	0.6412045359611511
decreases^transport	alpha-Chlorohydrin	BAX	0.6412006616592407
increases^phosphorylation	1,5-benzothiazepine	BCL2	0.6412004828453064
increases^hydrolysis	20-alpha-dihydrodydrogesterone	PARP1	0.6411997675895691
affects^response to substance	GW 273629	TP53	0.6411739587783813
increases^hydrolysis	N-methylisoindigotin	TP53	0.6411706209182739
increases^hydrolysis	Dihydroergotamine	PTGS2	0.641167163848877
affects^phosphorylation	herbimycin	ACTA2	0.6411622762680054
decreases^degradation	5-((3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydro-2-naphthalenyl)methyl)-N-(2,4,6-trimethoxyphenyl)-2-furamide	BAX	0.6411577463150024
decreases^degradation	18-hydroxycortisol	BAX	0.6411532759666443
affects^cotreatment	Cholates	BCL2	0.6411224603652954
decreases^degradation	azosemide	BAX	0.6411167979240417
increases^hydrolysis	Mitogens	BCL2	0.6411150097846985
increases^phosphorylation	methysticin	ACTA2	0.6411064863204956
increases^phosphorylation	Fungicides, Industrial	ACTA2	0.6411048173904419
increases^phosphorylation	Prostaglandins F	SOD2	0.6411035656929016
increases^phosphorylation	6,11-hexadecadienyl diazoacetate	CDKN1A	0.6410982012748718
increases^phosphorylation	methysticin	MMP9	0.6410865187644958
increases^phosphorylation	Hemicholinium 3	MMP9	0.6410861015319824
increases^phosphorylation	Sterigmatocystin	CTNNB1	0.6410854458808899
increases^phosphorylation	Tinidazole	MMP9	0.6410853266716003
increases^phosphorylation	Fungicides, Industrial	MMP9	0.6410848498344421
affects^response to substance	ammonium hexachloroplatinate	CDKN1A	0.641083836555481
increases^phosphorylation	lithospermic acid	MMP9	0.6410835981369019
increases^phosphorylation	Sodium Acetate	CTNNB1	0.641082763671875
increases^expression	shikonin	PTGS2	0.6410775780677795
increases^phosphorylation	A 443654	HSPB1	0.6410735249519348
increases^phosphorylation	simvastatin hydroxyacid	CTNNB1	0.6410687565803528
decreases^degradation	des-aspartate-angiotensin I	PTGS2	0.6410664916038513
decreases^degradation	alinidine	TP53	0.641065239906311
decreases^degradation	nithiazine	BAX	0.6410649418830872
decreases^degradation	sivelestat	BAX	0.641054630279541
affects^chemical synthesis	methyl arachidonylfluorophosphonate	PTGS2	0.6410452723503113
increases^phosphorylation	Coformycin	BCL2	0.6410316228866577
increases^phosphorylation	Batroxase, Bothrops atrox	ACTA2	0.6410273313522339
decreases^degradation	2-(((3-(morpholinylmethyl)-2H-chromen-8-yl)oxy)methyl)morpholine	BAX	0.6410254836082458
affects^cotreatment	Allyl Compounds	BCL2	0.6410235166549683
affects^cotreatment	Glucans	BCL2	0.6410176157951355
affects^secretion	Meloxicam	BAX	0.6410142779350281
affects^cotreatment	Tolvaptan	BCL2	0.641010582447052
decreases^reaction	1-Butanol	CCND1	0.6410057544708252
decreases^degradation	ginnalin A	BAX	0.6410052180290222
increases^phosphorylation	3-(5-(4-(2-hydroxy-2-methylpropionyl)piperazin-1-yl)-2-trifluoromethylphenyl)-4-(1H-indol-3-yl)pyrrole-2,5-dione	MMP9	0.6410036087036133
affects^chemical synthesis	4-chromone	TP53	0.6410029530525208
increases^phosphorylation	Sterigmatocystin	VEGFA	0.6410008668899536
affects^response to substance	Digitoxigenin	RELA	0.6410005688667297
increases^phosphorylation	cisatracurium	ACTA2	0.6409943103790283
decreases^degradation	3-butylidene-4,5,6,7-tetrahydro-6,7-dihydroxy-1(3H)-isobenzofuranone	BAX	0.6409900188446045
increases^phosphorylation	polaprezinc	ACTA2	0.6409823298454285
increases^hydrolysis	Ferric Compounds	BCL2	0.6409789323806763
affects^chemical synthesis	zinc chloride	AKT1	0.6409773230552673
increases^hydrolysis	pirimiphos methyl	APC	0.6409714221954346
affects^cotreatment	methixene	BCL2	0.640971302986145
increases^phosphorylation	Pyrrolidines	ACTA2	0.640970766544342
affects^response to substance	benzylparaben	SOD2	0.6409693360328674
increases^phosphorylation	piperophos	VEGFA	0.640968918800354
affects^cotreatment	Uridine Diphosphate Glucose	BCL2	0.6409671306610107
increases^phosphorylation	Sodium Acetate	BCL2	0.640967071056366
increases^phosphorylation	6F peptide	DNMT1	0.6409667134284973
increases^phosphorylation	2-aminothiophenol	ACTA2	0.6409640908241272
increases^phosphorylation	Perchlorates	VEGFA	0.640960156917572
increases^phosphorylation	Zolpidem	ACTA2	0.6409593224525452
increases^phosphorylation	GGTI 2147	BCL2	0.6409562826156616
increases^phosphorylation	naphtholphthalein	ACTA2	0.6409538388252258
affects^chemical synthesis	caracurine	AKT1	0.6409538388252258
affects^secretion	Phenylbutyrates	BCL2	0.6409510374069214
affects^response to substance	phthalic anhydride	TP53	0.6409463882446289
increases^phosphorylation	Polyvinyl Chloride	CTNNB1	0.6409450173377991
affects^cotreatment	Iopanoic Acid	ACTA2	0.6409444808959961
affects^cotreatment	leiurotoxin I	BCL2	0.6409422755241394
increases^hydrolysis	pyrathiazine	CASP8	0.640929639339447
increases^phosphorylation	didecyldimethylammonium	CCND1	0.6409288644790649
increases^phosphorylation	pectenotoxin 2	VEGFA	0.6409202814102173
increases^hydrolysis	Inositol 1,4,5-Trisphosphate	CASP8	0.6409087181091309
increases^phosphorylation	dexpanthenol	CCND1	0.6409070491790771
decreases^degradation	phenacyl bromide	BAX	0.6409061551094055
increases^phosphorylation	methysticin	CCND1	0.6409059762954712
affects^chemical synthesis	oxamyl	TP53	0.6409035325050354
increases^phosphorylation	triisopropyl phosphate	CCND1	0.6408989429473877
increases^hydrolysis	Cotinine	CCND1	0.6408930420875549
affects^chemical synthesis	Ferrozine	TP53	0.6408915519714355
increases^hydrolysis	20-alpha-dihydrodydrogesterone	TP53	0.640889048576355
increases^chemical synthesis	1-Butanol	AKT1	0.640872061252594
affects^chemical synthesis	oxamyl	PTGS2	0.6408658027648926
increases^hydrolysis	1,3-bis(2-hydroxyiminomethylpyridinium)propane	PTGS2	0.6408647298812866
increases^phosphorylation	2-ethylhexyl acrylate	MMP9	0.6408641934394836
increases^phosphorylation	piperophos	ACTA2	0.6408641934394836
decreases^degradation	15-hydroxy-5,8,11,13,17-eicosapentaenoic acid	AKT1	0.640863835811615
decreases^degradation	butyl bromide	BAX	0.6408635377883911
decreases^reaction	N-methyl-N-(6-methoxy-1-phenyl-1,2,3,4-tetrahydronaphthalen-2-ylmethyl)aminomethylcarboxylic acid	JUN	0.6408539414405823
affects^cotreatment	Fluocinonide	BCL2	0.6408474445343018
increases^phosphorylation	N-(2-(7-(cyclohexylmethyl)-1,6-dihydro-2H-indeno(5,4-b)furan-8-yl)ethyl)acetamide	CTNNB1	0.6408446431159973
increases^phosphorylation	Bromobenzoates	HSPB1	0.6408410668373108
increases^hydrolysis	Metronidazole	BAX	0.640839159488678
decreases^degradation	SB 290157	AKT1	0.6408356428146362
increases^hydrolysis	tetraethoxysilane	ACTA2	0.6408295631408691
decreases^degradation	ethyl acrylate	AKT1	0.6408287286758423
increases^phosphorylation	ipriflavone	CCND1	0.6408275365829468
increases^phosphorylation	Batroxase, Bothrops atrox	CCND1	0.6408263444900513
increases^phosphorylation	Mesna	BCL2	0.6408255696296692
increases^hydrolysis	isomenthol	CASP8	0.6408174633979797
decreases^degradation	malassezin	BAX	0.6407946348190308
affects^cotreatment	chromotrope 2R	BCL2	0.6407908201217651
increases^phosphorylation	isoflavanone	CCND1	0.6407898664474487
decreases^degradation	cruentaren A	AKT1	0.6407874822616577
increases^hydrolysis	zoxamide	CASP8	0.6407833695411682
increases^phosphorylation	nilvadipine	APC	0.6407783031463623
increases^phosphorylation	1-(saligenin cyclic phospho)-9-biotinyldiaminononane	CCND1	0.6407385468482971
increases^hydrolysis	TC 2559	PTGS2	0.6407318115234375
increases^hydrolysis	oxytocin, Pen(1)-(4-MePhe)(2)-Thr(4)-Orn(8)-	CASP8	0.6407060623168945
decreases^degradation	capryol propylene glycol monocaprylate	TP53	0.6407058835029602
increases^phosphorylation	7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine	DNMT1	0.6406970620155334
decreases^degradation	3-butylidene-4,5,6,7-tetrahydro-6,7-dihydroxy-1(3H)-isobenzofuranone	AKT1	0.640690267086029
increases^phosphorylation	lepirudin	APC	0.6406856775283813
increases^phosphorylation	ursolic acid	DNMT1	0.6406840682029724
increases^hydrolysis	Olanzapine	CTNNB1	0.6406790614128113
decreases^degradation	Picibanil	AKT1	0.6406731605529785
decreases^degradation	4-oxo-4-(3-pyridyl)butanoic acid	AKT1	0.6406684517860413
increases^hydrolysis	Angiotensin Receptor Antagonists	ACTA2	0.6406654119491577
increases^expression	herbimycin	VEGFA	0.6406553387641907
affects^cotreatment	3,4-methylenedioxyethamphetamine	BCL2	0.6406452655792236
affects^cotreatment	emodin-8-O-beta-D-glucoside	BCL2	0.6406452655792236
increases^hydrolysis	Linezolid	AKT1	0.6406437158584595
increases^phosphorylation	17-desoxyestradiol	APC	0.6406434178352356
affects^phosphorylation	rosmarinic acid	TP53	0.6406316757202148
affects^chemical synthesis	sulfotepp	AKT1	0.6406277418136597
decreases^degradation	Cyproterone	AKT1	0.6406213641166687
increases^hydrolysis	ONO 3708	CASP8	0.640618622303009
increases^phosphorylation	cisatracurium	DNMT1	0.640614926815033
affects^secretion	Pregnenolone Carbonitrile	SOD2	0.6406137943267822
decreases^reaction	methyl arachidonylfluorophosphonate	VEGFA	0.6406033039093018
decreases^degradation	metanicotine	AKT1	0.6406014561653137
increases^hydrolysis	ZD 7155	CDKN1A	0.6405903100967407
decreases^degradation	GSK343	AKT1	0.6405888199806213
increases^phosphorylation	2-(4-chlorophenoxy)-N-(4-(2-(4-chlorophenoxy)acetamido)cyclohexyl)acetamide	BCL2	0.6405859589576721
decreases^degradation	monoacetin	AKT1	0.640576183795929
affects^cotreatment	YM 529	BCL2	0.640566885471344
increases^hydrolysis	GYKI 52466	CASP8	0.6405575275421143
decreases^degradation	acyline	CASP8	0.6405521631240845
decreases^degradation	Valinomycin	AKT1	0.6405494213104248
decreases^degradation	citronellyl acetate	TP53	0.640536904335022
increases^hydrolysis	Amphibian Venoms	BAX	0.6405310034751892
decreases^degradation	secomilbemycin D	AKT1	0.6405295133590698
decreases^degradation	beta-2-himachalen-6-ol	AKT1	0.6405291557312012
increases^phosphorylation	2-acetylbenzothiophene-S-oxide	APC	0.6405250430107117
decreases^degradation	phosphatidylethanolamine	TP53	0.6405230164527893
decreases^degradation	titanium(IV) transferrin	TP53	0.6405142545700073
increases^hydrolysis	cholesteryl ester hydroperoxide	CASP8	0.6405118703842163
increases^phosphorylation	repaglinide	HSPB1	0.640505850315094
increases^phosphorylation	N-n-propylnorapomorphine	HSPB1	0.6404954791069031
increases^hydrolysis	Cotinine	HSPB1	0.6404949426651001
increases^phosphorylation	3-aminopropylphosphinic acid	HSPB1	0.6404932737350464
decreases^degradation	raiser	TP53	0.6404895186424255
decreases^degradation	methyl 3, 5-O-dicaffeoylquinate	TP53	0.640486478805542
affects^chemical synthesis	chondroitin sulfate glycosaminoglycan	PTGS2	0.6404830813407898
increases^phosphorylation	benzamide adenine nucleotide	HSPB1	0.6404799818992615
decreases^degradation	nefazodone	APC	0.6404759287834167
increases^sumoylation	1-Naphthylisothiocyanate	APC	0.6404755711555481
increases^phosphorylation	methyl farnesoate	VEGFA	0.6404750347137451
increases^hydrolysis	Fluorometholone	CASP8	0.6404725313186646
affects^chemical synthesis	Kerosene	PTGS2	0.6404696702957153
increases^phosphorylation	GW 4869	HSPB1	0.6404679417610168
increases^hydrolysis	hydroxygenkwanin	CTNNB1	0.6404674649238586
increases^phosphorylation	isoflavanone	HSPB1	0.6404637694358826
increases^phosphorylation	4,5-epoxy-2-decenal	VEGFA	0.6404562592506409
increases^phosphorylation	polaprezinc	HSPB1	0.6404544115066528
increases^hydrolysis	makatoxin I	CASP8	0.6404481530189514
increases^phosphorylation	neuropeptide Y, Leu(31)-Pro(34)-	CCND1	0.6404361128807068
increases^phosphorylation	pectenotoxin 2	DNMT1	0.6404356360435486
increases^hydrolysis	etofibrate	CDKN1A	0.640433669090271
increases^phosphorylation	Zolpidem	HSPB1	0.6404284238815308
increases^phosphorylation	Coformycin	HSPB1	0.6404277086257935
increases^hydrolysis	6-hydroxytaxol	CASP8	0.6404275894165039
affects^chemical synthesis	pyridine	AKT1	0.6404244899749756
increases^phosphorylation	Hexetidine	APC	0.6404181718826294
increases^hydrolysis	Trimethoprim	CASP8	0.6404154300689697
increases^hydrolysis	1-ethyl-2-benzimidazolinone	CASP8	0.6404154300689697
increases^hydrolysis	Estradiol Congeners	CASP8	0.6403951644897461
affects^cotreatment	Erythropoietin	AKT1	0.6403882503509521
increases^hydrolysis	NP260	CASP8	0.6403869390487671
decreases^degradation	2,4-dihydroxy-N-(4-hydroxyphenyl)benzamide	APC	0.6403839588165283
increases^hydrolysis	1,2-dimethyl-4-nitrobenzene	AKT1	0.6403822302818298
increases^phosphorylation	Mesna	DNMT1	0.6403751373291016
decreases^degradation	thiacloprid	TP53	0.6403728723526001
affects^response to substance	N-(2-(3H-indol-3-yl)ethyl)-9-isopropyl-2-(5-methyl-3-pyridyl)purin-6-amine	CDKN1A	0.6403544545173645
increases^phosphorylation	methyl farnesoate	MMP9	0.6403487324714661
decreases^degradation	Zeneca ZD 6169	TP53	0.6403464078903198
increases^hydrolysis	9,10-epoxy-9,10-dihydrophenanthrene	PTGS2	0.6403420567512512
decreases^degradation	1,2-dioleoyl-sn-glycero-3-phosphoglycerol	TP53	0.6403363347053528
increases^hydrolysis	A 86929	CDKN1A	0.6403318047523499
increases^phosphorylation	vofopitant	HSPB1	0.6403314471244812
increases^phosphorylation	4,5-epoxy-2-decenal	MMP9	0.6403311491012573
decreases^degradation	monoacetin	TP53	0.6403142213821411
affects^phosphorylation	Dobutamine	BCL2	0.6403102874755859
affects^cotreatment	6-codeinone	AKT1	0.6403088569641113
affects^chemical synthesis	4-phenylbenzoic acid	AKT1	0.6402959227561951
increases^hydrolysis	Dihydroergotamine	CASP8	0.6402945518493652
decreases^degradation	ICI D2138	CASP8	0.640291154384613
increases^hydrolysis	alpha-(4-pyridyl-1-oxide)-N-tert-butylnitrone	CASP8	0.6402850151062012
